name,arity_profile,avg_arity,max_arity,min_arity,n_edges_d,n_nodes_d,n_predicates,n_rules,n_shapes,predicate_profile,rule_profile,t_component,t_graph,t_graph_d,t_parse,t_shapes,t_terminate_graph_d,terminates_graph
\arity\program-781.res,[1-10],5.493738819,10,1,657480,251959,559,125459,18615, [400-600], [0-333333),285.87106,13942.237,393336.38,3664.9944,39404.97,433027.22, false
\arity\program-783.res,[1-10],5.435244161,10,1,270284,112913,471,52553,15809, [400-600], [0-333333),53.179657,2100.6926,188680.16,1688.2819,38133.15,226866.47, false
\arity\program-789.res,[1-10],5.567567568,10,1,384256,155232,481,71918,16701, [400-600], [0-333333),185.1215,6378.4375,262655.2,2270.6492,35346.332,298186.66, false
\arity\program-78.res,[1-5],2.782608696,5,1,332513,793,23,403148,113, [5-200), [333333-666666),26.65056,2535.9155,5914.6836,7418.562,2191.3286,8132.6626, false
\arity\program-790.res,[1-10],5.447817837,10,1,641627,233440,527,122444,17239, [400-600], [0-333333),280.3244,14620.465,394883.47,3558.1887,38288.574,433452.34, false
\arity\program-791.res,[1-10],5.518358531,10,1,364239,149397,463,70410,16128, [400-600], [0-333333),176.98572,6102.172,264801.38,2234.0095,35252.63,300231, false
\arity\program-794.res,[1-10],5.560546875,10,1,853446,311058,512,160772,17564, [400-600], [0-333333),363.94168,19673.09,505363.88,4854.1016,37775.47,543503.25, false
\arity\program-795.res,[1-10],5.335748792,10,1,642338,220716,414,125498,12941, [400-600], [0-333333),271.3962,14188.013,326973.88,3632.6467,28675.229,355920.5, false
\arity\program-797.res,[1-10],5.525751073,10,1,194256,85795,466,37403,16057, [400-600], [0-333333),39.556046,968.4152,149988.5,1269.8308,35362.246,185390.31, false
\arity\program-798.res,[1-10],5.587542088,10,1,476650,195344,594,91284,21201, [400-600], [0-333333),266.93158,7457.6387,349428.9,2799.1714,46235.04,395930.88, false
\arity\program-799.res,[1-10],5.597849462,10,1,615267,232139,465,115704,16471, [400-600], [0-333333),286.5265,13505.18,440010.53,3488.1096,35422.62,475719.7, false
\arity\program-79.res,[1-5],3.038461538,5,1,1195674,5479,130,439407,741, [5-200), [333333-666666),65.930466,21324.184,7999.7446,8236.929,6353.722,14419.397, false
\arity\program-7.res,[1-5],3.055555556,5,1,87380,5833,162,23361,901, [5-200), [0-333333),11.60352,454.15973,460.23108,640.3162,7763.7734,8235.608, false
\arity\program-800.res,[1-10],5.525830258,10,1,607366,232786,542,115134,18276, [400-600], [0-333333),301.9151,13307.346,372292.03,3422.4893,39532.71,412126.66, false
\arity\program-80.res,[1-5],3.035714286,5,1,470361,1236,28,350127,158, [5-200), [333333-666666),37.370605,3086.4978,6154.558,6608.3564,2153.8967,8345.825, false
\arity\program-81.res,[1-5],2.981308411,5,1,891941,4497,107,352529,595, [5-200), [333333-666666),47.822186,14113.847,6052.0454,6688.113,5708.173,11808.041, false
\arity\program-82.res,[1-5],3.076433121,5,1,1504199,6157,157,505692,883, [5-200), [333333-666666),100.561104,29029.992,9457.279,9863.662,7309.67,16867.512, false
\arity\program-83.res,[1-5],3.125,5,1,1043260,2077,48,551058,291, [5-200), [333333-666666),63.470253,11312.994,11116.078,10723.561,2582.4854,13762.034, false
\arity\program-84.res,[1-5],3.021276596,5,1,1148579,5232,141,402807,780, [5-200), [333333-666666),68.89687,17280.727,6719.9272,7641.473,7412.922,14201.746, false
\arity\program-85.res,[1-5],3.231884058,5,1,1199267,3299,69,468134,431, [5-200), [333333-666666),81.692085,12664.603,9058.406,9281.408,3759.8914,12899.99, false
\arity\program-86.res,[1-5],3.098265896,5,1,1552671,7421,173,514594,1015, [5-200), [333333-666666),120.587395,29207.51,9157.033,9859.872,8039.836,17317.457, false
\arity\program-87.res,[1-5],3,5,1,1334056,7295,188,447303,1023, [5-200), [333333-666666),112.288445,31727.787,7852.3384,8171.27,8725.068,16689.695, false
\arity\program-88.res,[1-5],3.006289308,5,1,1127530,6439,159,394307,881, [5-200), [333333-666666),85.3843,11942.236,5506.057,7403.578,7713.347,13304.789, false
\arity\program-89.res,[1-5],3.120481928,5,1,1704384,7376,166,566128,970, [5-200), [333333-666666),94.505104,38072.293,11275.231,11023.64,7611.5522,18981.29, false
\arity\program-8.res,[1-5],3.097938144,5,1,750272,8076,194,220687,1107, [5-200), [0-333333),51.602306,12673.475,3222.7444,4398.568,8907.139,12181.485, false
\arity\program-90.res,[1-5],2.909090909,5,1,1078518,3109,88,522806,447, [5-200), [333333-666666),63.164097,12282.385,9610.881,9709.276,4315.9688,13990.014, false
\arity\program-91.res,[1-5],2.832214765,5,1,891964,4680,149,341453,720, [5-200), [333333-666666),64.44781,15723.634,5561.668,6349.0557,7118.0396,12744.155, false
\arity\program-92.res,[1-5],2.918181818,5,1,1277706,4122,110,565413,581, [5-200), [333333-666666),73.02313,22036.738,10186.305,10426.2,5025.0845,15284.412, false
\arity\program-93.res,[1-5],2.970414201,5,1,1156198,6268,169,400148,916, [5-200), [333333-666666),64.39758,17637.986,6715.588,7446.802,8141.4355,14921.421, false
\arity\program-94.res,[1-5],2.8,5,1,163570,307,5,605761,28, [5-200), [333333-666666),11.913009,1630.1365,8058.9165,10987.637,690.6389,8761.469, false
\arity\program-95.res,[1-5],2.981818182,5,1,1234702,6249,165,431520,882, [5-200), [333333-666666),85.58057,20169.584,7296.198,7823.9194,8091.4507,15473.2295, false
\arity\program-96.res,[1-5],2.666666667,5,1,76954,226,9,547263,38, [5-200), [333333-666666),9.804335,1664.0361,6524.0933,9800.172,1089.5437,7623.4414, false
\arity\program-97.res,[1-5],2.882758621,5,1,1134283,5612,145,458203,758, [5-200), [333333-666666),80.88112,19948.975,8281.063,8399.243,7091.4346,15453.379, false
\arity\program-98.res,[1-5],3.052631579,5,1,1626245,4885,114,656606,652, [5-200), [333333-666666),77.20768,20223.678,12055.402,12198.52,5645.127,17777.738, false
\arity\program-99.res,[1-5],3.142857143,5,1,1234460,4118,84,498532,516, [5-200), [333333-666666),77.688705,17974.697,9269.19,9375.326,4205.6562,13552.535, false
\arity\program-9.res,[1-5],3.080645161,5,1,161631,2686,62,53312,364, [5-200), [0-333333),18.019417,3097.6814,970.25824,1209.1954,3425.3582,4413.6357, false
\predicate\program-100.res,[1-10],6.555555556,9,3,1936977,127105,9,310339,313, [5-200), [0-333333),231.28467,6362.924,79966.34,9836.161,1305.5204,81503.15, false
\predicate\program-101.res,[1-5],1.875,5,1,34882,164,8,562223,24, [5-200), [333333-666666),5.275829,1013.7001,5513.8125,8089.039,834.06494,6353.1533, false
\predicate\program-102.res,[1-5],3,5,1,1533069,6294,150,579858,830, [5-200), [333333-666666),92.09629,21046.037,10641.7705,10868.367,7121.7583,17855.625, false
\predicate\program-103.res,[1-5],3.026315789,5,1,1297201,3039,76,630870,428, [5-200), [333333-666666),80.95352,11310.659,11929.748,11480.912,4395.4795,16406.18, false
\predicate\program-104.res,[1-5],2.968152866,5,1,1397156,6257,157,522389,863, [5-200), [333333-666666),103.56894,19844.693,9277.264,9913.528,7500.8877,16881.72, false
\predicate\program-105.res,[1-5],2.922580645,5,1,1304262,6138,155,505958,843, [5-200), [333333-666666),67.99973,18127.701,8602.569,9427.827,7242.661,15913.23, false
\predicate\program-106.res,[1-5],2.991735537,5,1,1498058,4754,121,612940,661, [5-200), [333333-666666),81.78215,22713.121,11076.094,11655.019,5588.361,16746.236, false
\predicate\program-107.res,[1-5],2.969230769,5,1,1076775,2378,65,579255,346, [5-200), [333333-666666),63.575447,10232.848,10023.466,10507.08,3809.906,13896.947, false
\predicate\program-108.res,[1-5],3.15,5,1,1448059,3438,80,609448,468, [5-200), [333333-666666),83.87007,19105.572,12432.163,11701.645,4110.008,16626.041, false
\predicate\program-109.res,[1-5],2.979166667,5,1,738175,1784,48,414008,265, [5-200), [333333-666666),55.474945,5391.4727,7052.6772,7710.539,3042.3477,10150.5, false
\predicate\program-10.res,[1-5],3.104651163,5,1,258837,3811,86,81739,495, [5-200), [0-333333),23.73791,1645.2944,1242.9175,1720.532,4609.362,5876.017, false
\predicate\program-110.res,[1-5],2.933333333,5,1,865271,2219,60,493507,328, [5-200), [333333-666666),72.3829,9289.949,8538.952,8837.622,3312.6123,11923.947, false
\predicate\program-111.res,[1-5],2.776119403,5,1,607535,2247,67,343565,332, [5-200), [333333-666666),56.994057,3933.447,5484.8545,6199.987,3847.6748,9389.523, false
\predicate\program-112.res,[1-5],3.07518797,5,1,1711104,4887,133,619796,751, [5-200), [333333-666666),106.0497,31845.754,12023.542,11367.384,6512.253,18641.844, false
\predicate\program-113.res,[1-5],2.874015748,5,1,1289840,4281,127,552885,648, [5-200), [333333-666666),87.72464,14929.061,9272.181,10405.552,6258.4673,15618.373, false
\predicate\program-114.res,[1-5],3.01734104,5,1,1529286,6558,173,522944,950, [5-200), [333333-666666),110.68218,33381.582,9466.827,10295.192,8079.412,17656.922, false
\predicate\program-115.res,[1-5],3.072727273,5,1,1012852,2327,55,534214,315, [5-200), [333333-666666),77.25384,6667.6216,10186.051,10134.882,3199.2612,13462.566, false
\predicate\program-116.res,[1-5],3.126984127,5,1,1948476,8676,189,642990,1123, [5-200), [333333-666666),107.8914,42455.844,12900.801,12306.973,9277.645,22286.336, false
\predicate\program-117.res,[1-5],2.87037037,5,1,654524,1884,54,393016,276, [5-200), [333333-666666),60.03711,6489.569,6526.6753,7066.3047,3182.3704,9769.083, false
\predicate\program-118.res,[1-5],3.142857143,5,1,1317804,6673,154,423483,915, [5-200), [333333-666666),78.63064,25789.777,6979.6055,8373.256,7347.98,14406.217, false
\predicate\program-119.res,[1-5],2.986666667,5,1,1527667,5707,150,569348,802, [5-200), [333333-666666),103.573494,23892.674,10749.124,10729.509,7065.888,17918.586, false
\predicate\program-11.res,[1-5],3.219512195,5,1,321756,1968,41,121354,251, [5-200), [0-333333),30.16614,1897.7988,2289.2205,2618.738,2666.3801,4985.7666, false
\predicate\program-120.res,[1-5],2.993197279,5,1,1563787,5558,147,590762,804, [5-200), [333333-666666),81.78557,24827.197,10590.117,11048.133,7702.2534,18374.156, false
\predicate\program-121.res,[1-5],2.9,5,1,653231,1465,50,391891,253, [5-200), [333333-666666),45.75104,5976.6206,6023.3574,7093.9307,2999.7043,9068.8125, false
\predicate\program-122.res,[1-5],3,5,1,1182218,3310,91,513515,477, [5-200), [333333-666666),87.004906,18360.982,9555.397,9779.858,4366.46,14008.862, false
\predicate\program-123.res,[1-5],3.148148148,5,1,1330969,3849,81,547647,495, [5-200), [333333-666666),84.36921,13293.855,11172.315,10676.939,4343.2217,15599.906, false
\predicate\program-124.res,[1-5],2.90625,5,1,1062249,3896,128,410762,633, [5-200), [333333-666666),62.360374,13033.049,7115.6167,7792.403,6126.6235,13304.601, false
\predicate\program-125.res,[1-5],2.894472362,5,1,1545526,7500,199,578613,1050, [5-200), [333333-666666),84.07172,37409.2,9880.052,10585.452,8696.687,18660.809, false
\predicate\program-126.res,[1-5],3.114130435,5,1,1584353,7029,184,493087,1026, [5-200), [333333-666666),89.27341,36154.652,8884.565,9669.674,8894.386,17868.225, false
\predicate\program-127.res,[1-5],2.746478873,5,1,772346,2627,71,473216,352, [5-200), [333333-666666),65.24245,5985.6323,7109.639,8410.48,3871.687,11046.568, false
\predicate\program-128.res,[1-5],3.176470588,5,1,592758,1013,17,495634,110, [5-200), [333333-666666),55.816193,2938.9714,8978.401,9715.017,1509.5472,10543.765, false
\predicate\program-129.res,[1-5],2.947826087,5,1,993469,4492,115,396957,637, [5-200), [333333-666666),55.15653,15397.657,6314.2563,7206.532,5424.485,11793.898, false
\predicate\program-12.res,[1-5],2.98,5,1,932841,6243,150,330187,840, [5-200), [0-333333),78.2272,17235.293,5776.994,6456.063,7623.4355,13478.656, false
\predicate\program-130.res,[1-5],2.960264901,5,1,1260985,6247,151,478781,843, [5-200), [333333-666666),90.74464,24690.51,8313.9,9175.01,7000.0405,15404.686, false
\predicate\program-131.res,[1-5],3,5,1,360814,601,14,557340,79, [5-200), [333333-666666),34.874756,2580.9243,8242.974,10443.95,1346.5403,9624.389, false
\predicate\program-132.res,[1-5],3.06504065,5,1,1375606,5741,123,525662,746, [5-200), [333333-666666),73.766846,15873.463,7662.6597,10091.027,5716.4873,13452.914, false
\predicate\program-133.res,[1-5],3.01010101,5,1,1314882,7713,198,430217,1103, [5-200), [333333-666666),112.47413,28558.955,7154.9824,7931.307,9555.977,16823.434, false
\predicate\program-134.res,[1-5],2.928571429,5,1,1044297,3507,112,417349,572, [5-200), [333333-666666),65.54563,18406.607,7585.9175,7743.0737,5553.517,13204.98, false
\predicate\program-135.res,[1-5],2.961904762,5,1,1117599,3614,105,457855,546, [5-200), [333333-666666),70.20338,18008.773,7761.443,8766.836,5053.0054,12884.652, false
\predicate\program-136.res,[1-5],3.105263158,5,1,969173,1430,38,648792,219, [5-200), [333333-666666),70.31001,7891.0664,12783.806,12041.245,2380.3591,15234.475, false
\predicate\program-137.res,[1-5],2.936507937,5,1,1251065,4725,126,508236,671, [5-200), [333333-666666),84.24212,16052.915,8716.184,9534.721,5913.5312,14713.957, false
\predicate\program-138.res,[1-5],3.005617978,5,1,1442225,6054,178,480067,940, [5-200), [333333-666666),90.279755,32576.178,8452.02,9130.86,8096.5576,16638.855, false
\predicate\program-139.res,[1-5],3.06557377,5,1,1610186,7426,183,534099,1039, [5-200), [333333-666666),90.55469,32731.111,9931.196,10189.636,8586.216,18607.967, false
\predicate\program-13.res,[1-5],3.054347826,5,1,743589,3634,92,273729,526, [5-200), [0-333333),51.179325,10206.916,4859.0356,5288.7354,5147.613,10057.828, false
\predicate\program-140.res,[1-5],2.989473684,5,1,910474,3453,95,366279,504, [5-200), [333333-666666),65.41787,8839.086,6535.9424,6763.496,4887.16,11488.5205, false
\predicate\program-141.res,[1-5],2.973154362,5,1,1000869,5855,149,355175,812, [5-200), [333333-666666),92.82716,13110.269,5626.5444,6598.7383,7493.3105,13212.682, false
\predicate\program-142.res,[1-5],2.909090909,5,2,106272,270,11,496571,50, [5-200), [333333-666666),10.111732,2385.2842,6589.6045,9259.036,886.1343,7485.8506, false
\predicate\program-143.res,[1-5],2.920634921,5,1,677457,2384,63,341975,333, [5-200), [333333-666666),53.80226,4964.189,5769.178,6474.7485,3775.7188,9598.699, false
\predicate\program-144.res,[1-5],2.967741935,5,1,1302853,5214,124,532055,709, [5-200), [333333-666666),101.606415,20881.19,9280.898,9997.019,5982.0034,15364.508, false
\predicate\program-145.res,[1-5],2.977900552,5,1,1605178,6811,181,571253,971, [5-200), [333333-666666),102.20149,25938.57,11296.627,10799.674,8510.19,19909.02, false
\predicate\program-146.res,[1-5],3.208333333,5,1,1188255,3511,72,469862,445, [5-200), [333333-666666),79.04279,15664.585,8749.203,9554.694,3948.7402,12776.986, false
\predicate\program-147.res,[1-5],2.833333333,5,1,242631,435,12,647966,64, [5-200), [333333-666666),23.00308,2703.869,8898.104,11469.945,1153.9182,10075.024, false
\predicate\program-148.res,[1-5],2.838709677,5,1,1349242,5385,155,562255,785, [5-200), [333333-666666),102.55957,19693.312,9945.959,10236.392,7024.948,17073.467, false
\predicate\program-149.res,[1-5],3.016949153,5,1,1193923,2762,59,660628,342, [5-200), [333333-666666),83.893875,9369.157,11875.6875,12109.548,3068.865,15028.446, false
\predicate\program-14.res,[1-5],3.555555556,5,1,267810,464,9,295613,66, [5-200), [0-333333),28.962536,1951.3264,5101.9434,5973.8745,1048.6307,6179.5366, false
\predicate\program-150.res,[1-5],3.112676056,5,1,1828470,6530,142,662628,846, [5-200), [333333-666666),91.31746,33989.633,13475.595,12445.355,7053.373,20620.285, false
\predicate\program-15.res,[1-5],3.046296296,5,1,316859,5019,108,102506,635, [5-200), [0-333333),40.12923,3316.3967,1535.0865,2123.108,5451.565,7026.781, false
\predicate\program-167.res,[1-10],6.416666667,10,2,2889023,274535,12,504556,465, [5-200), [333333-666666),393.45282,9113.933,506970.2,15150.231,1707.7087,509071.34, false
\predicate\program-16.res,[1-5],2.926470588,5,1,499822,5307,136,173635,744, [5-200), [0-333333),48.881832,4894.692,2615.0344,3400.828,6880.36,9544.276, false
\predicate\program-178.res,[1-10],5,10,1,2392459,333767,43,632376,1119, [5-200), [333333-666666),426.955,22867.27,446828.38,15940.792,3426.9458,450682.28, false
\predicate\program-17.res,[1-5],2.945945946,5,1,46194,1600,37,16999,218, [5-200), [0-333333),9.282644,162.75568,347.03247,464.13086,2233.4102,2589.7253, false
\predicate\program-182.res,[1-10],5.428571429,10,1,1512573,186968,7,400481,225, [5-200), [333333-666666),252.55554,3797.9724,454513.16,11035.66,1121.7037,455887.44, false
\predicate\program-18.res,[1-5],3.555555556,5,1,262155,571,9,178936,71, [5-200), [0-333333),20.251207,1033.9524,3209.3203,3916.0159,920.386,4149.9575, false
\predicate\program-192.res,[1-10],4.5,9,1,1311537,92545,10,546342,193, [5-200), [333333-666666),173.40182,4557.446,90286.65,12933.371,1166.4026,91626.45, false
\predicate\program-19.res,[1-5],3.010050251,5,1,440916,8240,199,132532,1127, [5-200), [0-333333),48.32232,5944.985,2095.2168,2772.5542,9500.768,11644.307, false
\predicate\program-1.res,[1-5],3.010416667,5,1,807185,4114,96,318167,551, [5-200), [0-333333),81.75958,10088.883,5044.049,6164.1704,5494.7637,10620.572, false
\predicate\program-201.res,[1-5],3.075144509,5,1,2540771,7278,173,923840,1001, [5-200), [666666-999999),120.139656,65823.54,22744.443,16824.746,8829.344,31693.928, false
\predicate\program-202.res,[1-5],3.108108108,5,1,1968306,6752,148,712886,880, [5-200), [666666-999999),121.167854,39683.492,13842.81,13351.577,7313.2983,21277.275, false
\predicate\program-203.res,[1-5],3,5,1,1254399,2038,57,757062,307, [5-200), [666666-999999),67.59149,9661.402,14250.492,13610.212,3345.2258,17663.31, false
\predicate\program-204.res,[1-5],3.03030303,5,1,906454,1284,33,819339,181, [5-200), [666666-999999),62.347378,7003.861,17426.14,14965.472,2341.5493,19830.037, false
\predicate\program-205.res,[1-5],3.5,5,1,664482,715,12,982331,83, [5-200), [666666-999999),36.659668,6748.5522,21681.072,19607.174,1506.9717,23224.703, false
\predicate\program-206.res,[1-5],3.051724138,5,1,1750228,4703,116,707162,661, [5-200), [666666-999999),106.406456,23843.088,13711.733,12995.347,5772.377,19590.516, false
\predicate\program-207.res,[1-5],3,5,1,745853,1013,32,796859,168, [5-200), [666666-999999),40.703987,6779.067,14188.962,14546.542,2329.876,16559.543, false
\predicate\program-208.res,[1-5],2.766666667,5,1,889458,1417,60,720794,267, [5-200), [666666-999999),58.542767,9596.878,12952.808,12668.666,3462.6077,16473.959, false
