name,arity_profile,avg_arity,max_arity,min_arity,n_edges_d,n_nodes_d,n_predicates,n_rules,n_shapes,predicate_profile,rule_profile,t_component,t_graph,t_graph_d,t_parse,t_shapes,t_terminate_graph_d,terminates_graph
\arity\program-414.res,[1-5],3.007371007,5,1,2228543,16401,407,672798,2263, [400-600], [666666-999999),162.91791,61833.7,11878.174,12383.579,20950.225,32991.316, false
\arity\program-415.res,[1-5],2.983606557,5,1,3136745,16783,427,979673,2344, [400-600], [666666-999999),166.43304,60889.62,15305.288,17513.92,18528.674,34000.395, false
\arity\program-417.res,[1-5],3.011952191,5,1,3271675,20402,502,980001,2793, [400-600], [666666-999999),179.8626,99336.13,18046.188,17398.549,22284.615,40510.664, false
\arity\program-419.res,[1-5],3.039534884,5,1,3029304,17633,430,904182,2411, [400-600], [666666-999999),177.09721,89527.33,16875.094,16527.496,19418.2,36470.39, false
\arity\program-41.res,[1-5],3.073619632,5,1,342087,6841,163,98456,948, [5-200), [0-333333),27.070938,3185.7004,1440.4813,2000.5499,7878.51,9346.0625, false
\arity\program-420.res,[1-5],3.022403259,5,1,2814078,20003,491,830430,2743, [400-600], [666666-999999),168.15948,88664.47,15408.454,15000.509,22196.713,37773.33, false
\arity\program-421.res,[1-5],2.980044346,5,1,3149082,17440,451,968787,2458, [400-600], [666666-999999),158.27975,79700.02,19767.68,17289.797,19271.287,39197.246, false
\arity\program-422.res,[1-5],2.988713318,5,1,2746599,17261,443,831664,2411, [400-600], [666666-999999),173.24321,81164.375,15516.723,14979.049,19101.75,34791.715, false
\arity\program-424.res,[1-5],3.011655012,5,1,2345291,17186,429,701017,2379, [400-600], [666666-999999),139.6873,74097.82,12987.497,12664.691,19210.342,32337.527, false
\arity\program-427.res,[1-5],3.024390244,5,1,2920199,16821,410,892125,2308, [400-600], [666666-999999),154.04852,83333.97,17471.363,16023.405,18360.826,35986.24, false
\arity\program-428.res,[1-5],3.012254902,5,1,3019345,16375,408,925609,2241, [400-600], [666666-999999),154.02612,71565.37,16888.953,16931.996,17830.01,34872.99, false
\arity\program-42.res,[1-5],3.148760331,5,1,735506,5176,121,231186,718, [5-200), [0-333333),50.58205,10431.122,3702.4055,4739.4233,6301.019,10054.007, false
\arity\program-431.res,[1-5],3.002114165,5,1,3182838,18876,473,963133,2602, [400-600], [666666-999999),175.60834,92209.586,17296.328,17557.094,19915.896,37387.832, false
\arity\program-432.res,[1-5],3.036231884,5,1,2378086,16742,414,703055,2299, [400-600], [666666-999999),138.66777,71059.12,12335.375,12896.3955,18465.367,30939.41, false
\arity\program-433.res,[1-5],2.991189427,5,1,3086627,17946,454,943951,2482, [400-600], [666666-999999),159.79042,80578.06,18170.182,16834.404,19433.936,37763.906, false
\arity\program-435.res,[1-5],3.006711409,5,1,2587538,17671,447,773964,2453, [400-600], [666666-999999),169.05203,62769.13,14416.767,14095.056,19416.166,34001.984, false
\arity\program-437.res,[1-5],3.004357298,5,1,2454740,18307,459,730536,2534, [400-600], [666666-999999),143.56075,65036.52,12918.033,13380.214,19881.629,32943.223, false
\arity\program-438.res,[1-5],2.983490566,5,1,2583255,16457,424,792491,2322, [400-600], [666666-999999),145.21849,74588.914,14867.126,14152.326,18896.08,33908.426, false
\arity\program-43.res,[1-5],2.983695652,5,1,723691,6756,184,227411,992, [5-200), [0-333333),59.535877,10816.166,3512.1736,4351.7134,8674.802,12246.512, false
\arity\program-440.res,[1-5],3.010309278,5,1,3036708,19652,485,910888,2690, [400-600], [666666-999999),181.66383,92889.54,17928.81,16600.553,21221.973,39332.445, false
\arity\program-442.res,[1-5],3.037117904,5,1,3123660,18935,458,934271,2574, [400-600], [666666-999999),158.50735,80234.21,18804.889,16978.396,19748.643,38712.04, false
\arity\program-443.res,[1-5],3.014861996,5,1,3068660,19244,471,923809,2622, [400-600], [666666-999999),174.92767,90445.664,18269.895,16907.473,20806.398,39251.22, false
\arity\program-444.res,[1-5],2.96593674,5,1,2370572,15513,411,728049,2206, [400-600], [666666-999999),160.60747,54631.848,13138.672,13307.661,17975.729,31275.008, false
\arity\program-445.res,[1-5],3.004115226,5,1,2319312,19449,486,681155,2688, [400-600], [666666-999999),135.8454,56150.703,11843.324,13173.924,24331.787,36310.957, false
\arity\program-446.res,[1-5],2.983796296,5,1,2706097,17179,432,832352,2359, [400-600], [666666-999999),149.57735,82747.16,15515.594,14913.215,18451.277,34116.45, false
\arity\program-447.res,[1-5],3.026200873,5,1,3000991,18860,458,899170,2567, [400-600], [666666-999999),163.69473,50384.473,13494.934,16195.006,20285.008,33943.637, false
\arity\program-448.res,[1-5],2.997732426,5,1,2583040,17346,441,776498,2427, [400-600], [666666-999999),136.06282,64605.516,14552.789,14152.215,19608.232,34297.086, false
\arity\program-44.res,[1-5],3.074380165,5,1,186869,5301,121,54206,698, [5-200), [0-333333),28.45556,1257.0924,945.3053,1220.0446,6165.0293,7138.79, false
\arity\program-452.res,[1-10],4.625,10,1,978337,137628,56,231485,1168, [5-200), [0-333333),228.85925,15647.619,188400.7,6170.097,4181.498,192811.06, false
\arity\program-453.res,[1-10],5.120689655,10,1,85753,30922,58,18732,1718, [5-200), [0-333333),16.697247,814.58466,45192.71,654.3316,4780.007,49989.414, false
\arity\program-454.res,[1-10],5.427083333,10,1,249028,94413,192,49663,6450, [5-200), [0-333333),46.087826,3362.556,150905.67,1577.4777,14801.563,165753.33, false
\arity\program-455.res,[1-10],6.192307692,10,1,1613412,388492,26,308809,1076, [5-200), [0-333333),426.46048,15118.016,528739.4,9935.254,2933.213,532099, false
\arity\program-456.res,[1-10],5.769230769,10,2,163445,50636,13,31723,447, [5-200), [0-333333),75.12211,2904.1448,61018.14,1091.515,1695.0615,62788.324, false
\arity\program-457.res,[1-10],5.274193548,10,1,660566,188117,62,152509,1948, [5-200), [0-333333),227.4036,10681.905,295285.6,4365.348,5926.6587,301439.66, false
\arity\program-459.res,[1-10],5.367346939,10,1,172523,63039,49,37926,1560, [5-200), [0-333333),30.679892,1444.8364,65015.37,1234.0647,4704.9966,69751.05, false
\arity\program-45.res,[1-5],3.18556701,5,1,524812,4970,97,169507,596, [5-200), [0-333333),56.847435,8999.354,2740.098,3471.6565,5304.1143,8101.0596, false
\arity\program-460.res,[1-10],5.413333333,10,1,516522,146859,75,106736,2434, [5-200), [0-333333),176.82547,9730.04,244030.84,3151.8633,6986.6377,251194.31, false
\arity\program-463.res,[1-10],5.5,10,1,551442,179404,140,107794,4600, [5-200), [0-333333),213.99347,16535.21,248020.14,3116.9846,11507.3545,259741.5, false
\arity\program-465.res,[1-10],5.305084746,10,1,1106389,277345,59,257891,1873, [5-200), [0-333333),314.67395,20254.86,414753.56,7069.517,5383.143,420451.4, false
\arity\program-466.res,[1-10],5.753012048,10,1,1071332,347437,166,203641,6051, [5-200), [0-333333),378.9971,32361.463,528891,5994.36,14689.937,543959.94, false
\arity\program-468.res,[1-10],5.391608392,10,1,1308168,381963,143,277179,4641, [5-200), [0-333333),386.40887,52290.547,460102.75,7541.257,11497.973,471987.12, false
\arity\program-469.res,[1-10],5.733944954,10,1,952841,299642,109,186002,3929, [5-200), [0-333333),315.13345,28868.342,376480.16,5635.2812,9145.2295,385940.5, false
\arity\program-46.res,[1-5],3.376344086,5,1,919467,5032,93,276520,636, [5-200), [0-333333),60.665688,14857.383,4853.5044,5826.7803,4990.1914,9904.361, false
\arity\program-471.res,[1-10],5.322033898,10,1,504710,152945,59,111769,1880, [5-200), [0-333333),80.668076,7304.7695,201309.1,3214.846,5065.411,206455.17, false
\arity\program-472.res,[1-10],5.385964912,10,1,398153,130103,57,88388,1941, [5-200), [0-333333),65.7709,4385.716,194879.39,2728.7173,5938.4707,200883.62, false
\arity\program-473.res,[1-10],5.471794872,10,1,543804,173081,195,103747,6471, [5-200), [0-333333),201.17622,13927.257,289002.7,3026.2407,14781.029,303984.9, false
\arity\program-474.res,[1-10],5.430051813,10,1,1333690,384543,193,273394,6314, [5-200), [0-333333),443.474,49427.746,494928.75,7601.8154,14674.183,510046.4, false
\arity\program-475.res,[1-10],4.7,9,2,755203,60162,10,262495,187, [5-200), [0-333333),64.30124,2646.1987,46972.453,6589.348,1399.7798,48436.535, false
\arity\program-477.res,[1-10],5.816901408,10,1,706505,197256,71,131629,2604, [5-200), [0-333333),259.0525,13112.8955,370199.88,4005.377,6214.5728,376673.5, false
\arity\program-479.res,[1-10],5.661616162,10,1,746849,249832,198,141535,7032, [5-200), [0-333333),301.97073,22048.078,369208.06,4213.7783,15871.711,385381.75, false
\arity\program-47.res,[1-5],3.355932203,5,1,400196,2865,59,119855,376, [5-200), [0-333333),31.307707,3100.926,1954.7983,2688.5173,3628.9016,5615.008, false
\arity\program-480.res,[1-10],5.426573427,10,1,829455,222773,143,161902,4523, [5-200), [0-333333),274.2723,21916.309,385045.62,4699.3325,10758.513,396078.4, false
\arity\program-481.res,[1-10],5.588607595,10,1,991581,304943,158,192611,5519, [5-200), [0-333333),349.90088,34087.406,458003.6,5617.8716,12721.018,471074.53, false
\arity\program-482.res,[1-10],5.325443787,10,1,1088183,289049,169,220118,5390, [5-200), [0-333333),355.66827,32104.13,508838.7,6185.046,12883.377,522077.72, false
\arity\program-483.res,[1-10],5.826086957,10,1,1024469,321089,92,200894,3544, [5-200), [0-333333),335.56564,30859.547,472762.94,6072.3813,8170.0693,481268.56, false
\arity\program-484.res,[1-10],5.759036145,10,1,283634,95337,83,53822,3089, [5-200), [0-333333),121.188446,7597.927,202145.67,1719.8402,7163.7554,209430.61, false
\arity\program-485.res,[1-10],5.21978022,10,1,802747,200709,91,173690,2830, [5-200), [0-333333),244.56673,18866.336,365911.25,4989.2803,7071.9395,373227.75, false
\arity\program-486.res,[1-10],5.441624365,10,1,629183,202936,197,122241,6270, [5-200), [0-333333),244.66415,20089.27,281507.12,3537.7126,14222.965,295974.75, false
\arity\program-487.res,[1-10],5.444444444,10,1,55853,24302,126,10637,4076, [5-200), [0-333333),13.475217,370.58093,41026.953,451.25882,10653.248,51693.68, false
\arity\program-48.res,[1-5],3.166666667,5,1,161260,458,12,158538,65, [5-200), [0-333333),15.406666,855.4088,2747.6528,3278.7737,1036.9062,3799.9658, false
\arity\program-490.res,[1-10],4.7,10,1,602763,116188,20,193396,535, [5-200), [0-333333),154.07683,4764.564,353964.06,5035.5737,1959.2035,356077.34, false
\arity\program-491.res,[1-10],5.475409836,10,1,421306,127166,61,86489,2060, [5-200), [0-333333),158.33908,7249.323,224340.23,2661.8174,5380.065,229878.64, false
\arity\program-492.res,[1-10],5.56097561,10,1,291258,108173,164,56790,5756, [5-200), [0-333333),53.834015,4954.2153,169799.36,1774.8214,13802.002,183655.19, false
\arity\program-493.res,[1-10],5.625,10,1,836149,133251,8,216756,313, [5-200), [0-333333),200.42747,4525.8335,237904.03,6222.8794,1351.3829,239455.84, false
\arity\program-494.res,[1-10],5.786982249,10,1,46789,22721,169,8576,6508, [5-200), [0-333333),12.302526,241.40279,51638.992,405.22653,13985.915,65637.21, false
\arity\program-495.res,[1-10],5.916666667,10,2,370542,94330,12,78901,478, [5-200), [0-333333),122.297615,3628.9016,268240.94,2593.693,1431.9149,269795.16, false
\arity\program-496.res,[1-10],5.422535211,10,1,341192,108762,142,64403,4384, [5-200), [0-333333),56.325623,5546.2812,162274.97,1972.0154,12147.857,174479.16, false
\arity\program-497.res,[1-10],5.635135135,10,1,81016,35991,148,15434,5221, [5-200), [0-333333),46.655613,2898.541,61624.06,610.4677,11804.271,73474.984, false
\arity\program-498.res,[1-10],5.114503817,10,1,1145641,301324,131,258835,3895, [5-200), [0-333333),352.0451,29852.914,476334.28,6918.2485,9968.431,486654.75, false
\arity\program-499.res,[1-10],5.718181818,10,1,744575,231045,110,139052,3820, [5-200), [0-333333),281.20236,17521.072,304574.6,4193.226,8908.939,313764.72, false
\arity\program-49.res,[1-5],2.9453125,5,1,785005,4267,128,280997,669, [5-200), [0-333333),43.390545,11946.932,4171.4595,5700.075,6327.8647,10542.715, false
\arity\program-4.res,[1-5],2.444444444,5,1,18033,327,18,11384,67, [5-200), [0-333333),7.223595,2382.4727,192.14885,344.2005,1200.975,1400.3474, false
\arity\program-50.res,[1-5],3,5,1,131715,7589,191,37059,1064, [5-200), [0-333333),34.155903,3205.3066,689.2527,855.48413,9040.322,9763.73, false
\arity\program-512.res,[1-10],5.72,10,1,1878998,338306,25,413255,925, [5-200), [333333-666666),447.66577,12690.103,429452.38,11613.952,2791.0596,432691.1, false
\arity\program-51.res,[1-5],3.088607595,5,1,1648587,6689,158,566950,910, [5-200), [333333-666666),94.05609,25029.398,8796.834,10988.315,7704.9155,16595.805, false
\arity\program-525.res,[1-10],5.461538462,10,1,1442864,283501,13,389803,465, [5-200), [333333-666666),332.72998,7343.4033,486084.2,10780.618,1870.9442,488287.84, false
\arity\program-528.res,[1-10],5.736842105,10,1,1774515,239112,19,374523,599, [5-200), [333333-666666),352.5362,10482.652,460734.38,10681.805,2349.3215,463436.22, false
\arity\program-52.res,[1-5],3.5,5,1,522235,847,12,358507,94, [5-200), [333333-666666),30.792913,4572.941,6831.1997,7340.045,1288.5417,8150.534, false
\arity\program-531.res,[1-10],5.470588235,10,1,1467257,236081,17,360959,561, [5-200), [333333-666666),295.56116,7598.101,300255.28,10073.357,2214.7732,302765.62, false
\arity\program-535.res,[1-10],3.833333333,7,1,678201,4095,6,408454,77, [5-200), [333333-666666),52.708805,4473.2188,11958.026,8771.148,817.8741,12828.609, false
\arity\program-536.res,[1-10],4.87037037,10,1,2237093,258470,54,557710,1256, [5-200), [333333-666666),381.26996,24724.305,322945.56,13656.882,4223.532,327550.38, false
\arity\program-53.res,[1-5],3.15625,5,1,627009,1541,32,353482,193, [5-200), [333333-666666),52.553734,2837.9353,6409.275,6921.9556,2349.9019,8811.73, false
\arity\program-549.res,[1-10],5.157894737,10,1,1458565,171465,19,374956,504, [5-200), [333333-666666),261.98434,8573.185,442895.88,10095.515,2061.108,445218.94, false
\arity\program-54.res,[1-5],3.2,5,1,1426406,3394,75,579855,445, [5-200), [333333-666666),70.06155,17175.33,12431.453,11301.525,3840.9014,16342.416, false
\arity\program-551.res,[1-10],3.684210526,9,1,1249878,64610,19,739675,229, [5-200), [666666-999999),130.9685,8449.361,64929.273,15161.403,1430.0135,66490.26, false
\arity\program-552.res,[1-10],3.875,10,1,1366238,95966,24,668462,357, [5-200), [666666-999999),176.99606,9290.391,281340.8,14181.962,2147.802,283665.62, false
\arity\program-55.res,[1-5],3.012658228,5,1,1104379,3961,79,517518,465, [5-200), [333333-666666),74.53353,11504.627,9570.679,9751.798,3953.8552,13599.067, false
\arity\program-56.res,[1-5],3.135135135,5,1,1115673,5085,111,396630,659, [5-200), [333333-666666),100.64497,12957.026,7285.1123,7979.14,6240.412,13626.17, false
\arity\program-57.res,[1-5],2.818181818,5,1,1299538,5120,143,570500,729, [5-200), [333333-666666),74.854576,27577.373,10084.427,10513.867,6268.983,16428.264, false
\arity\program-58.res,[1-5],3.023076923,5,1,1207593,5703,130,450877,722, [5-200), [333333-666666),87.4111,24641.732,8580.308,8459.789,6271.2104,14938.93, false
\arity\program-59.res,[1-5],3.010152284,5,1,1200484,7753,197,392495,1089, [5-200), [333333-666666),108.62538,26139.125,6710.8394,7389.437,9386.82,16206.285, false
\arity\program-5.res,[1-5],2.962962963,5,1,714135,4391,108,273173,606, [5-200), [0-333333),40.088184,9661.763,4285.7666,5440.9077,5973.0786,10298.934, false
\arity\program-602.res,[1-10],5.41218638,10,1,246578,98530,279,48650,9277, [200-400), [0-333333),46.78581,3254.3906,156032.61,1530.1007,20537.014,176616.4, false
\arity\program-603.res,[1-10],5.663636364,10,1,528373,202832,330,98833,11667, [200-400), [0-333333),228.55539,11714.652,317160.97,3020.3455,25591.31,342980.84, false
\arity\program-605.res,[1-10],5.836538462,10,1,738105,271659,208,138718,8077, [200-400), [0-333333),292.99417,22610.398,435616.97,4276.32,17647.098,453557.06, false
\arity\program-606.res,[1-10],5.696969697,10,1,462929,174495,330,82707,11341, [200-400), [0-333333),202.87633,8805.61,245082.47,2570.5247,25105.697,270391.03, false
\arity\program-607.res,[1-10],5.733944954,10,1,159270,73092,327,29276,12176, [200-400), [0-333333),33.58472,1268.1971,130406.6,1000.3226,26634.19,157074.38, false
\arity\program-609.res,[1-10],5.609625668,10,1,860187,312606,374,164920,13340, [200-400), [0-333333),330.36993,25996.83,497602.25,5066.047,28116.756,526049.4, false
\arity\program-60.res,[1-5],3.178294574,5,1,1552278,5954,129,530589,779, [5-200), [333333-666666),87.45755,29067.01,9842.468,10337.309,6258.727,16188.652, false
\arity\program-613.res,[1-10],5.34375,10,1,733356,237891,320,144422,10135, [200-400), [0-333333),283.6707,19377.066,371473.62,4093.3538,22452.275,394209.56, false
\arity\program-615.res,[1-10],5.424802111,10,1,85114,39623,379,16476,12678, [200-400), [0-333333),19.435808,382.6537,75204.65,641.08356,28030.275,103254.36, false
\arity\program-617.res,[1-10],5.491749175,10,1,1068263,343952,303,206489,10076, [200-400), [0-333333),381.84067,39845.297,502091.12,5844.994,22964.71,525437.7, false
\arity\program-618.res,[1-10],5.561933535,10,1,356771,137742,331,67360,11376, [200-400), [0-333333),161.09085,7812.2305,213446.92,2071.7996,23395.96,237003.97, false
\arity\program-61.res,[1-5],2.730769231,5,1,675485,1840,52,494341,259, [5-200), [333333-666666),55.865417,6595.097,7538.078,8629.503,2598.9473,10192.891, false
\arity\program-620.res,[1-10],5.529255319,10,1,592750,220582,376,114815,13024, [200-400), [0-333333),257.9818,15436.019,337337.78,3344.2747,28101.99,365697.75, false
\arity\program-622.res,[1-10],5.54679803,10,1,239508,94454,203,45103,6726, [200-400), [0-333333),115.144615,5201.967,126292.76,1426.381,16134.776,142542.69, false
\arity\program-623.res,[1-10],5.429487179,10,1,238092,97143,312,47322,10687, [200-400), [0-333333),114.87685,4734.135,159668.11,1456.9147,23085.537,182868.52, false
\arity\program-624.res,[1-10],5.41,10,1,912273,275178,200,182079,6457, [200-400), [0-333333),323.73233,27405.49,415233.2,5348.6855,14573.198,430130.1, false
\arity\program-626.res,[1-10],5.342592593,10,1,235733,85035,216,44333,6267, [200-400), [0-333333),105.48379,4931.432,101505.7,1413.5841,16461.863,118073.05, false
\arity\program-627.res,[1-10],5.743055556,10,1,643888,242638,288,118938,10604, [200-400), [0-333333),271.84177,20921.12,344790.7,3526.257,22011.697,367074.22, false
\arity\program-628.res,[1-10],5.092369478,10,1,255582,89758,249,53677,7575, [200-400), [0-333333),44.80722,3055.7854,174793.89,1636.2375,18570.268,193408.97, false
\arity\program-629.res,[1-10],5.62962963,10,1,849679,282469,216,161683,7555, [200-400), [0-333333),310.13376,27613.9,454968.78,4870.186,16894.27,472173.2, false
\arity\program-62.res,[1-5],2.907142857,5,1,1365901,5062,140,553455,725, [5-200), [333333-666666),94.93199,25287.594,9865.983,10501.397,6302.432,16263.348, false
\arity\program-630.res,[1-10],5.921052632,10,1,836211,319833,266,155145,10748, [200-400), [0-333333),334.86493,26745.02,542016.7,4893.748,21070.287,563421.9, false
\arity\program-631.res,[1-10],5.597222222,10,1,771045,258617,288,145939,10095, [200-400), [0-333333),308.92938,20918.22,461375.78,4354.025,21574.49,483259.22, false
\arity\program-632.res,[1-10],5.424242424,10,1,430402,157508,396,82184,13101, [200-400), [0-333333),180.5681,8772.574,265480.97,2523.117,28652.951,294314.47, false
\arity\program-634.res,[1-10],5.288537549,10,1,147845,57965,253,29205,7951, [200-400), [0-333333),28.848272,1225.036,101792.22,939.23425,21799.684,123620.75, false
\arity\program-635.res,[1-10],5.567723343,10,1,735029,268859,347,141990,12242, [200-400), [0-333333),298.60236,20613.584,413104.34,4101.932,25180.21,438583.16, false
\arity\program-636.res,[1-10],5.54954955,10,1,496873,185866,333,94849,11484, [200-400), [0-333333),212.73036,11283.854,298552.56,2925.071,23969.508,322734.78, false
\arity\program-637.res,[1-10],5.459459459,10,1,1158091,369304,296,228086,9890, [200-400), [0-333333),406.85104,38697.32,504156.94,6499.3403,21489.264,526053.06, false
\arity\program-638.res,[1-10],5.745501285,10,1,610149,244158,389,114254,14603, [200-400), [0-333333),300.5094,14410.64,386128.03,3469.6433,29668.41,416096.94, false
\arity\program-639.res,[1-10],5.532663317,10,1,477633,187935,398,93311,14142, [200-400), [0-333333),241.12068,11115.059,312697.62,2891.1548,29477.604,342416.34, false
\arity\program-63.res,[1-5],3.27173913,5,1,1262020,5001,92,440433,596, [5-200), [333333-666666),84.90914,18240.834,8812.549,8662.427,4534.195,13431.652, false
\arity\program-641.res,[1-10],5.230088496,10,1,1147232,321312,226,234946,6888, [200-400), [0-333333),369.00476,40334.91,518665.72,6349.7534,16229.606,535264.3, false
\arity\program-643.res,[1-10],5.523972603,10,1,252868,101473,292,49704,10435, [200-400), [0-333333),47.66947,3087.3098,165484.52,1601.2244,23830.254,189362.44, false
\arity\program-646.res,[1-10],5.797235023,10,1,775536,298377,217,148643,8118, [200-400), [0-333333),341.1503,24151.088,366437.28,4529.2646,17211.664,383990.1, false
\arity\program-648.res,[1-10],5.609625668,10,1,347222,138711,374,64399,12968, [200-400), [0-333333),163.13365,7321.4897,235449.94,2008.5975,27030.36,262643.44, false
\arity\program-649.res,[1-10],5.468553459,10,1,94476,43748,318,17707,10434, [200-400), [0-333333),56.6134,2720.0579,62861.64,656.5956,25142.426,88060.68, false
\arity\program-64.res,[1-5],2.989071038,5,1,1520596,7186,183,534111,1003, [5-200), [333333-666666),120.79234,32381.889,9397.49,10028.815,8434.671,17952.953, false
\arity\program-650.res,[1-10],5.26010101,10,1,680069,232852,396,136548,12326, [200-400), [0-333333),267.97577,16532.443,339447.03,3841.001,27149.648,366864.66, false
\arity\program-65.res,[1-5],3.074285714,5,1,1154323,7694,175,376516,1028, [5-200), [333333-666666),73.12042,27688.428,6605.5615,7212.033,8832.064,15510.746, false
\arity\program-66.res,[1-5],3.04494382,5,1,1166399,7027,178,377120,993, [5-200), [333333-666666),90.46245,22563.375,6411.28,7169.5396,8395.349,14897.091, false
\arity\program-67.res,[1-5],3.027210884,5,1,1467952,6098,147,539529,837, [5-200), [333333-666666),78.62719,22663.238,8122.246,10620.438,7055.984,15256.857, false
\arity\program-68.res,[1-5],3.058333333,5,1,1299200,5019,120,484206,692, [5-200), [333333-666666),77.91311,20567.525,8685.507,9246.768,5952.724,14716.145, false
\arity\program-69.res,[1-5],3.010582011,5,1,1201827,7735,189,400118,1051, [5-200), [333333-666666),71.55931,21991.033,6722.496,7507.9995,8617.115,15411.17, false
\arity\program-6.res,[1-5],2.81147541,5,1,255412,3928,122,88250,615, [5-200), [0-333333),25.404015,4926.4985,1444.2034,1765.9254,5856.6016,7326.209, false
\arity\program-70.res,[1-5],2.967320261,5,1,1642344,6386,153,645118,846, [5-200), [333333-666666),112.80176,35841.004,11955.264,11746.777,7170.755,19238.82, false
\arity\program-71.res,[1-5],2.948863636,5,1,1507508,6711,176,557137,937, [5-200), [333333-666666),88.03529,33394.2,11030.119,10530.434,8374.501,19492.656, false
\arity\program-72.res,[1-5],3.145945946,5,1,1648573,8808,185,527910,1110, [5-200), [333333-666666),129.1397,40990.293,9982.37,10421.348,8652.523,18764.033, false
\arity\program-73.res,[1-5],3.081481481,5,1,1713471,5879,135,633842,772, [5-200), [333333-666666),106.6626,31436.48,13000.911,11742.94,6481.305,19588.879, false
\arity\program-74.res,[1-5],2.870748299,5,1,1243909,5279,147,503118,765, [5-200), [333333-666666),80.85831,19799.625,8546.208,9177.342,6819.967,15447.033, false
\arity\program-751.res,[1-10],5.672032193,10,1,349465,150763,497,64910,17637, [400-600], [0-333333),174.13408,6014.1685,229380.48,2069.4004,37694.043,267248.66, false
\arity\program-752.res,[1-10],5.521988528,10,1,158076,73959,523,30733,18611, [400-600], [0-333333),33.269062,807.7583,146077.16,1031.9613,40999.316,187109.73, false
\arity\program-753.res,[1-10],5.577192982,10,1,178076,83588,570,33518,19584, [400-600], [0-333333),38.427982,954.0158,131450.47,1155.0629,44762.92,176251.81, false
\arity\program-754.res,[1-10],5.40227704,10,1,766613,277844,527,149651,17113, [400-600], [0-333333),312.15897,18483.979,410377.97,4624.263,37218.86,447909, false
\arity\program-755.res,[1-10],5.684601113,10,1,525882,215085,539,96985,19262, [400-600], [0-333333),262.4512,10299.56,349900.16,2944.0037,41546.42,391709, false
\arity\program-756.res,[1-10],5.519125683,10,1,595742,230417,549,114083,18716, [400-600], [0-333333),270.59644,10305.6875,357545.56,3459.0127,39727.06,397543.22, false
\arity\program-758.res,[1-10],5.660583942,10,1,342261,147108,548,64600,19941, [400-600], [0-333333),184.07881,5397.171,269405.3,2017.1676,41848.316,311437.72, false
\arity\program-759.res,[1-10],5.646929825,10,1,299166,130501,456,55970,16272, [400-600], [0-333333),160.33769,5430.6816,212688.45,1776.0563,34675.76,247524.56, false
\arity\program-75.res,[1-5],3.150943396,5,1,1183822,2335,53,610307,318, [5-200), [333333-666666),67.385216,8617.1045,12340.399,11995.37,3128.7065,15536.49, false
\arity\program-760.res,[1-10],5.427777778,10,1,533264,201325,540,101422,17289, [400-600], [0-333333),231.6219,9177.813,305039.25,3095.463,38933.312,344204.2, false
\arity\program-762.res,[1-10],5.49486653,10,1,648117,245383,487,123417,16325, [400-600], [0-333333),295.11963,15290.329,380105,3640.555,35313.13,415713.25, false
\arity\program-763.res,[1-10],5.454751131,10,1,960458,323566,442,183865,14399, [400-600], [0-333333),339.44266,25491.209,519137.6,5378.3677,33859.67,553336.7, false
\arity\program-764.res,[1-10],5.556701031,10,1,391165,162158,582,74042,20116, [400-600], [0-333333),189.48811,5714.5835,279068.72,2354.7358,44042.688,323300.9, false
\arity\program-765.res,[1-10],5.574,10,1,759763,289298,500,144315,17378, [400-600], [0-333333),312.30466,19246.371,462037.97,4473.7705,37547.953,499898.25, false
\arity\program-767.res,[1-10],5.568584071,10,1,849252,300716,452,158544,15418, [400-600], [0-333333),352.34637,25547.88,456580.38,4825.2974,33412.58,490345.3, false
\arity\program-769.res,[1-10],5.379746835,10,1,483398,181391,474,95421,15693, [400-600], [0-333333),210.30127,8755.296,306534.97,2965.8782,33807.055,340552.34, false
\arity\program-76.res,[1-5],2.982905983,5,1,959750,4528,117,366085,632, [5-200), [333333-666666),63.860912,11343.248,6059.6865,6902.217,6053.2314,12176.779, false
\arity\program-771.res,[1-10],5.421768707,10,1,791250,277695,441,155595,14676, [400-600], [0-333333),317.6336,20460.354,480625.94,4563.8555,32372.703,513316.25, false
\arity\program-772.res,[1-10],5.6003861,10,1,529525,211727,518,99193,18121, [400-600], [0-333333),261.36917,9786.167,351838.38,3095.9666,37905.26,390005, false
\arity\program-773.res,[1-10],5.491525424,10,1,614963,232328,531,117386,17808, [400-600], [0-333333),301.32373,13433.793,380678.94,3635.8318,38459.03,419439.28, false
\arity\program-775.res,[1-10],5.495283019,10,1,131627,60238,424,25314,14278, [400-600], [0-333333),28.31269,701.4565,102412.305,861.9979,30285.285,132725.9, false
\arity\program-776.res,[1-10],5.414634146,10,1,549005,206350,492,105978,16014, [400-600], [0-333333),256.05777,11258.402,308263.9,3152.0024,35002.06,343522.03, false
\arity\program-778.res,[1-10],5.587264151,10,1,756226,275459,424,143824,15052, [400-600], [0-333333),313.21368,22693.75,497154.5,4395.2344,31844.994,529312.7, false
\arity\program-779.res,[1-10],5.560150376,10,1,312250,134999,532,59745,18616, [400-600], [0-333333),165.92456,5055.49,233528.08,1809.0581,39299.695,272993.7, false
\arity\program-77.res,[1-5],2.983240223,5,1,1377890,7649,179,490991,1005, [5-200), [333333-666666),88.583275,35261.332,8788.64,9329.159,8368.296,17245.52, false
\arity\program-780.res,[1-10],5.580110497,10,1,143729,68050,543,26904,18866, [400-600], [0-333333),93.07604,3122.5425,109072.03,914.67377,41162.023,150327.12, false
