name,arity_profile,avg_arity,max_arity,min_arity,n_components,n_components_d,n_edges,n_edges_d,n_exist_vars,n_facts,n_nodes,n_nodes_d,n_predicates,n_rules,n_shapes,n_spacial_components,n_spacial_components_d,n_special_edges,n_special_edges_d,predicate_profile,rule_profile,t_component,t_graph,t_graph_d,t_parse,t_shapes,t_terminate_graph_avg,t_terminate_graph_d,t_terminate_graph_std,t_vlog,terminates_graph,total_t
\arity\program-228-small.res,[1-5], 3.0168067226890756, 5.0, 1.0, 0, 98, 1166137, 1281426, 201759, 23800000, 718, 9525, 238.0, 402985, 1305, 0, 1, 254092, 204388, [200-400), [333333-666666), 100.58902, 33840.195, 6507.2656, 7588.4014, 11168.808,NaN, 17776.662,NaN,null, false, 59618.957
\arity\program-34-small.res,[1-5], 3.0, 5.0, 1.0, 0, 130, 661789, 550126, 84089, 19100000, 573, 7880, 191.0, 167896, 1063, 0, 1, 118908, 86936, [5-200), [0-333333), 52.872173, 8417.312, 2573.4336, 3373.2078, 9055.879,NaN, 11682.185,NaN,null, false, 23667.543
\predicate\program-363-small.res,[1-10], 5.487804878048781, 10.0, 1.0, 0, 222212, 2376820, 628360, 61882, 32800000, 1800, 230176, 328.0, 123960, 11248, 0, 1, 215030, 100239, [200-400), [0-333333), 266.46545, 13930.85, 325763.62, 3660.2466, 23681.309,NaN, 349711.4,NaN,null, false,null
\rules\program-710-small.res,[1-5], 3.0123203285420943, 5.0, 1.0, 0, 205, 4088955, 3066487, 457487, 48700000, 1467, 19721, 487.0, 915876, 2695, 0, 1, 679463, 482528, [400-600], [666666-999999), 184.79242, 82343.875, 17376.883, 16397.164, 21112.791,NaN, 38674.47,NaN,null, false, 138183.86
\predicate\program-10-small.res,[1-5], 3.104651162790698, 5.0, 1.0, 0, 55, 174692, 258837, 40982, 8600000, 267, 3811, 86.0, 81739, 495, 0, 1, 45630, 41911, [5-200), [0-333333), 23.73791, 1645.2944, 1242.9175, 1720.532, 4609.362,NaN, 5876.017,NaN,null, false,null
\predicate\program-519-small.res,[1-5], 3.0557103064066853, 5.0, 1.0, 0, 167, 2727237, 2994472, 467229, 35900000, 1097, 15561, 359.0, 934912, 2077, 0, 1, 594671, 477356, [200-400), [666666-999999), 153.98218, 69813.73, 18890.625, 17169.05, 16511.82,NaN, 35556.43,NaN,null, false,null
\rules\program-250-small.res,[1-10], 5.571428571428571, 10.0, 1.0, 0, 155840, 4285, 1450739, 184375, 700000, 39, 182507, 7.0, 367699, 229, 0, 2, 1482, 238810, [5-200), [333333-666666), 263.14618, 5711.1577, 410476.34, 10272.09, 1030.2513,NaN, 411769.75,NaN,null, false, 427969.3
\arity\program-424-small.res,[1-5], 3.011655011655012, 5.0, 1.0, 0, 187, 3153733, 2345291, 350169, 42900000, 1292, 17186, 429.0, 701017, 2379, 0, 1, 519401, 368497, [400-600], [666666-999999), 139.6873, 74097.82, 12987.497, 12664.691, 19210.342,NaN, 32337.527,NaN,null, false, 119734.04
\rules\program-475-small.res,[1-10], 5.5085470085470085, 10.0, 1.0, 0, 42572, 416550, 94504, 9157, 23400000, 1289, 43562, 234.0, 18487, 8002, 0, 1, 32859, 14913, [200-400), [0-333333), 60.11377, 2882.2344, 66952.97, 678.96484, 18295.309,NaN, 85308.39,NaN,null, false, 88978.55
\arity\program-302-small.res,[1-5], 3.0044543429844097, 5.0, 1.0, 0, 2, 735943, 290039, 40066, 44900000, 1349, 17586, 449.0, 80217, 2487, 0, 1, 70545, 43902, [400-600], [0-333333), 45.59189, 1808.716, 1155.6257, 1699.5264, 21678.977,NaN, 22880.193,NaN,null, false,null
\rules\program-1-small.res,[1-5], 2.7142857142857144, 5.0, 1.0, 0, 13, 15737, 228600, 90964, 2800000, 76, 1091, 28.0, 182255, 138, 0, 1, 5092, 38802, [5-200), [0-333333), 29.280403, 3407.978, 3087.9004, 3467.274, 1893.948,NaN, 5011.129,NaN,null, false, 11976.659
\predicate\program-44-small.res,[1-5], 2.965909090909091, 5.0, 1.0, 0, 116, 148590, 147373, 23973, 8800000, 261, 3578, 88.0, 48060, 490, 0, 1, 29903, 23320, [5-200), [0-333333), 21.765316, 818.82404, 839.9971, 1044.5393, 4403.56,NaN, 5265.3223,NaN,null, false,null
\rules\program-158-small.res,[1-10], 5.520833333333333, 10.0, 1.0, 0, 308831, 1450007, 1189722, 116136, 14400000, 795, 330365, 144.0, 232864, 4787, 0, 1, 309031, 192815, [5-200), [0-333333), 348.01453, 38372.17, 471850.0, 6688.772, 11261.051,NaN, 483459.06,NaN,null, false, 528981.3
\arity\program-44-small.res,[1-5], 3.074380165289256, 5.0, 1.0, 0, 1, 257797, 186869, 27031, 12100000, 372, 5301, 121.0, 54206, 698, 0, 1, 42234, 29520, [5-200), [0-333333), 28.45556, 1257.0924, 945.3053, 1220.0446, 6165.0293,NaN, 7138.79,NaN,null, false,null
\arity\program-415-small.res,[1-5], 2.9836065573770494, 5.0, 1.0, 0, 163, 3428934, 3136745, 490425, 42700000, 1274, 16783, 427.0, 979673, 2344, 0, 1, 659477, 497205, [400-600], [666666-999999), 166.43304, 60889.62, 15305.288, 17513.92, 18528.674,NaN, 34000.395,NaN,null, false, 113362.805
\predicate\program-12-small.res,[1-5], 2.98, 5.0, 1.0, 0, 65, 508862, 932841, 165849, 15000000, 447, 6243, 150.0, 330187, 840, 0, 1, 144920, 151065, [5-200), [0-333333), 78.2272, 17235.293, 5776.994, 6456.063, 7623.4355,NaN, 13478.656,NaN,null, false,null
\arity\program-204-small.res,[1-5], 3.06, 5.0, 1.0, 0, 81, 958566, 1782921, 293796, 20000000, 612, 8209, 200.0, 588682, 1128, 0, 1, 277817, 289745, [200-400), [333333-666666), 111.39198, 38555.82, 11387.808, 11364.428, 9277.771,NaN, 20776.97,NaN,null, false,null
\rules\program-42-small.res,[1-5], 3.1758241758241756, 5.0, 1.0, 0, 274, 161987, 122510, 17000, 9100000, 289, 4202, 91.0, 33931, 555, 0, 1, 27501, 19290, [5-200), [0-333333), 19.99865, 3189.4028, 728.2683, 808.97107, 4889.8774,NaN, 5638.1445,NaN,null, false, 9718.752
\rules\program-696-small.res,[1-5], 2.975501113585746, 5.0, 1.0, 0, 190, 3175852, 2190698, 329083, 44900000, 1336, 17543, 449.0, 659435, 2439, 0, 1, 492027, 342253, [400-600], [333333-666666), 146.18005, 54676.66, 11642.274, 12185.248, 19138.521,NaN, 30926.977,NaN,null, false, 98350.58
\rules\program-706-small.res,[1-5], 3.004158004158004, 5.0, 1.0, 0, 196, 3704818, 2540823, 376924, 48100000, 1445, 19424, 481.0, 755259, 2669, 0, 1, 572546, 397445, [400-600], [666666-999999), 160.47377, 80188.54, 13451.648, 13567.499, 20389.918,NaN, 34002.04,NaN,null, false, 128499.72
\predicate\program-743-small.res,[1-5], 3.006, 5.0, 1.0, 0, 241, 3385987, 1977771, 285162, 50000000, 1503, 19965, 500.0, 570970, 2778, 0, 1, 460027, 307373, [400-600], [333333-666666), 119.73999, 42755.617, 8832.06, 10713.473, 22560.902,NaN, 31512.703,NaN,null, false,null
\predicate\program-512-small.res,[1-5], 3.0105540897097627, 5.0, 1.0, 0, 160, 2856602, 2866353, 447827, 37900000, 1141, 15512, 379.0, 895123, 2120, 0, 1, 587727, 456639, [200-400), [666666-999999), 147.15572, 84585.414, 19609.297, 15910.112, 17698.441,NaN, 37454.895,NaN,null, false,null
\rules\program-187-small.res,[1-10], 5.721052631578948, 10.0, 1.0, 0, 78218, 722818, 178702, 16592, 19000000, 1087, 79894, 190.0, 33404, 6763, 0, 1, 63024, 28472, [5-200), [0-333333), 95.75235, 4362.7725, 93148.42, 1142.0929, 15004.666,NaN, 108248.836,NaN,null, false, 113920.016
\predicate\program-824-small.res,[1-5], 2.989795918367347, 5.0, 1.0, 0, 201, 3555980, 2265219, 334065, 49000000, 1465, 19460, 490.0, 669552, 2706, 0, 1, 517348, 352509, [400-600], [666666-999999), 146.55316, 59754.77, 11020.094, 12107.538, 22957.559,NaN, 34124.203,NaN,null, false,null
\predicate\program-850-small.res,[1-5], 2.9885057471264367, 5.0, 1.0, 0, 168, 3368361, 2740429, 417911, 43500000, 1300, 17116, 435.0, 836313, 2392, 0, 1, 594028, 431630, [400-600], [666666-999999), 138.25952, 74774.13, 15386.525, 15210.839, 18962.854,NaN, 34487.64,NaN,null, false,null
\rules\program-71-small.res,[1-5], 3.0684931506849313, 5.0, 1.0, 0, 27, 139047, 1377892, 329541, 7300000, 224, 2836, 73.0, 658900, 409, 0, 1, 47488, 238595, [5-200), [333333-666666), 90.14593, 17830.84, 14460.768, 12315.186, 3815.996,NaN, 18366.91,NaN,null, false, 48757.516
\predicate\program-307-small.res,[1-5], 2.997289972899729, 5.0, 1.0, 0, 5013, 460136, 180120, 25085, 36900000, 1106, 14117, 369.0, 49779, 2071, 0, 1, 44352, 27465, [200-400), [0-333333), 42.732487, 847.9342, 930.6564, 1121.2887, 16743.13,NaN, 17716.52,NaN,null, false,null
\predicate\program-736-small.res,[1-5], 2.984782608695652, 5.0, 1.0, 0, 213, 2802560, 1629348, 238782, 46000000, 1373, 18386, 460.0, 477645, 2548, 0, 1, 377478, 252980, [400-600], [333333-666666), 133.00002, 35245.453, 7151.817, 8748.606, 20172.24,NaN, 27457.057,NaN,null, false,null
\arity\program-59-small.res,[1-5], 3.010152284263959, 5.0, 1.0, 0, 80, 850450, 1200484, 195924, 19700000, 593, 7753, 197.0, 392495, 1089, 0, 1, 214956, 193102, [5-200), [333333-666666), 108.62538, 26139.125, 6710.8394, 7389.437, 9386.82,NaN, 16206.285,NaN,null, false,null
\rules\program-631-small.res,[1-5], 3.0106382978723403, 5.0, 1.0, 0, 616, 1903779, 882134, 123384, 47000000, 1415, 18971, 470.0, 247040, 2607, 0, 1, 212362, 135448, [400-600], [0-333333), 81.40906, 17733.592, 3446.0044, 4891.9653, 19914.387,NaN, 23441.8,NaN,null, false, 46478.176
\rules\program-96-small.res,[1-5], 3.1445086705202314, 5.0, 1.0, 0, 84, 737695, 1180671, 183695, 17300000, 544, 7828, 173.0, 367144, 1027, 0, 1, 200302, 190710, [5-200), [333333-666666), 89.46999, 21764.268, 6844.1104, 7139.5093, 8838.908,NaN, 15772.488,NaN,null, false, 44977.324
\predicate\program-149-small.res,[1-5], 3.016949152542373, 5.0, 1.0, 0, 31, 87466, 1193923, 330870, 5900000, 178, 2762, 59.0, 660628, 342, 0, 1, 29548, 204439, [5-200), [333333-666666), 83.893875, 9369.157, 11875.6875, 12109.548, 3068.865,NaN, 15028.446,NaN,null, false,null
\predicate\program-222-small.res,[1-5], 2.864864864864865, 5.0, 1.0, 0, 29, 122980, 1506661, 472606, 7400000, 212, 2788, 74.0, 945433, 391, 0, 1, 40704, 259840, [5-200), [666666-999999), 74.74713, 16631.791, 18969.645, 16715.836, 4566.043,NaN, 23610.436,NaN,null, false,null
\arity\program-107-small.res,[1-5], 2.8421052631578947, 5.0, 1.0, 0, 1, 32123, 891643, 466290, 3800000, 108, 1315, 38.0, 933075, 190, 0, 1, 10908, 166492, [5-200), [666666-999999), 50.712543, 7908.349, 17268.31, 16590.908, 2926.91,NaN, 20245.934,NaN,null, false,null
\predicate\program-545-small.res,[1-5], 2.983050847457627, 5.0, 1.0, 0, 85, 1281994, 2563780, 451328, 23600000, 704, 8991, 236.0, 902446, 1295, 0, 1, 378884, 417186, [200-400), [666666-999999), 126.67339, 61066.086, 21364.32, 16132.126, 11139.659,NaN, 32630.652,NaN,null, false,null
\rules\program-146-small.res,[1-5], 2.801526717557252, 5.0, 1.0, 0, 37, 368484, 1667136, 407541, 13100000, 367, 4169, 131.0, 816078, 644, 0, 1, 122308, 278000, [5-200), [666666-999999), 95.09956, 25646.105, 15464.857, 14201.155, 6912.295,NaN, 22472.252,NaN,null, false, 62603.812
\rules\program-2-small.res,[1-5], 3.0384615384615383, 5.0, 1.0, 0, 23, 68783, 460953, 101483, 5200000, 158, 2226, 52.0, 202416, 290, 0, 1, 23209, 77085, [5-200), [0-333333), 31.08297, 4886.4824, 3318.5005, 3999.4985, 3179.656,NaN, 6529.2393,NaN,null, false, 15520.618
\rules\program-411-small.res,[1-5], 3.026392961876833, 5.0, 1.0, 0, 139, 2498788, 3102656, 494826, 34100000, 1032, 13986, 341.0, 987699, 1909, 0, 1, 589686, 498335, [200-400), [666666-999999), 156.44942, 85895.64, 20419.486, 17919.078, 15545.206,NaN, 36121.14,NaN,null, false, 140576.84
\arity\program-3-small.res,[1-5], 3.029850746268657, 5.0, 1.0, 0, 1, 113920, 673499, 145591, 6700000, 203, 2757, 67.0, 290897, 370, 0, 1, 38920, 113957, [5-200), [0-333333), 54.498287, 6933.187, 5184.108, 5807.4766, 3604.6958,NaN, 8843.302,NaN,null, false,null
\rules\program-337-small.res,[1-5], 3.0462962962962963, 5.0, 1.0, 0, 3382, 26505, 9270, 1226, 32400000, 987, 3712, 324.0, 2541, 1814, 0, 2, 2299, 1363, [200-400), [0-333333), 9.284382, 2325.9475, 98.87757, 166.58786, 14271.802,NaN, 14379.964,NaN,null, false, 16904.793
\predicate\program-17-small.res,[1-5], 2.945945945945946, 5.0, 1.0, 0, 74, 29550, 46194, 8483, 3700000, 109, 1600, 37.0, 16999, 218, 0, 1, 7825, 7325, [5-200), [0-333333), 9.282644, 162.75568, 347.03247, 464.13086, 2233.4102,NaN, 2589.7253,NaN,null, false,null
\arity\program-224-small.res,[1-5], 2.925438596491228, 5.0, 1.0, 0, 79, 1104412, 1756512, 305700, 22800000, 667, 8264, 228.0, 612226, 1191, 0, 1, 296726, 284036, [200-400), [333333-666666), 136.97809, 44531.594, 11324.514, 11441.753, 9823.796,NaN, 21285.29,NaN,null, false, 77648.07
\predicate\program-346-small.res,[1-5], 2.9027777777777777, 5.0, 1.0, 0, 67, 889897, 994314, 164254, 21600000, 627, 7404, 216.0, 328358, 1112, 0, 1, 195402, 158689, [200-400), [0-333333), 102.77424, 20256.857, 5059.678, 6150.4575, 10061.148,NaN, 15223.602,NaN,null, false,null
\rules\program-450-small.res,[1-5], 2.9532967032967035, 5.0, 1.0, 0, 129, 2644429, 3031229, 493096, 36400000, 1075, 13589, 364.0, 985960, 1949, 0, 1, 592879, 485356, [200-400), [666666-999999), 158.73555, 72075.19, 20125.605, 17544.883, 16130.9795,NaN, 36415.32,NaN,null, false, 126692.305
\rules\program-60-small.res,[1-5], 3.150537634408602, 5.0, 1.0, 0, 31, 238640, 1447415, 276320, 9300000, 293, 3503, 93.0, 554254, 532, 0, 1, 82779, 247568, [5-200), [333333-666666), 84.86122, 24751.318, 11488.594, 10673.183, 4507.0215,NaN, 16080.477,NaN,null, false, 51735.613
\arity\program-86-small.res,[1-5], 3.098265895953757, 5.0, 1.0, 0, 73, 746403, 1552671, 257256, 17300000, 536, 7421, 173.0, 514594, 1015, 0, 1, 223030, 251333, [5-200), [333333-666666), 120.587395, 29207.51, 9157.033, 9859.872, 8039.836,NaN, 17317.457,NaN,null, false, 56708.285
\predicate\program-347-small.res,[1-5], 3.074235807860262, 5.0, 1.0, 0, 3386, 41843, 15223, 2003, 22900000, 704, 4318, 229.0, 3995, 1309, 0, 1, 3856, 2326, [200-400), [0-333333), 10.571472, 34.799656, 128.80771, 216.8284, 10906.9375,NaN, 11046.316,NaN,null, false,null
\rules\program-754-small.res,[1-10], 5.528735632183908, 10.0, 1.0, 0, 130545, 1410889, 312920, 29894, 52200000, 2886, 134361, 522.0, 60111, 17987, 0, 2, 109520, 49459, [400-600], [0-333333), 150.92368, 5061.4053, 208211.61, 1818.7957, 39305.38,NaN, 247667.9,NaN,null, false, 254796.92
\arity\program-119-small.res,[1-5], 2.9536423841059603, 5.0, 1.0, 0, 55, 544485, 2054299, 423993, 15100000, 446, 5695, 151.0, 847012, 811, 0, 1, 181613, 341008, [5-200), [666666-999999), 124.5831, 42574.367, 18014.236, 15170.904, 7604.8574,NaN, 25743.678,NaN,null, false, 83868.305
\arity\program-54-small.res,[1-5], 3.2, 5.0, 1.0, 0, 1, 159777, 1426406, 290243, 7500000, 240, 3394, 75.0, 579855, 445, 0, 1, 54718, 243139, [5-200), [333333-666666), 70.06155, 17175.33, 12431.453, 11301.525, 3840.9014,NaN, 16342.416,NaN,null, false,null
\predicate\program-745-small.res,[1-5], 2.970319634703196, 5.0, 1.0, 0, 173, 2955699, 1998780, 299793, 43800000, 1301, 16936, 438.0, 600013, 2387, 0, 1, 449711, 312698, [400-600], [333333-666666), 123.851875, 52786.71, 9807.561, 11061.281, 19658.21,NaN, 29589.623,NaN,null, false,null
\predicate\program-22-small.res,[1-5], 3.088888888888889, 5.0, 1.0, 0, 17, 53384, 631454, 152368, 4500000, 139, 1779, 45.0, 305275, 254, 0, 1, 18070, 108975, [5-200), [0-333333), 55.53197, 3867.2454, 5274.2046, 6084.944, 2983.0464,NaN, 8312.783,NaN,null, false,null
\predicate\program-508-small.res,[1-5], 2.8654545454545453, 5.0, 1.0, 0, 89, 1545509, 2505959, 456324, 27500000, 788, 9469, 275.0, 912140, 1401, 0, 1, 418944, 405980, [200-400), [666666-999999), 117.61881, 50253.48, 17662.938, 16049.346, 12905.835,NaN, 30686.39,NaN,null, false,null
\predicate\program-392-small.res,[1-10], 5.524475524475524, 10.0, 1.0, 0, 222059, 2359820, 676453, 65213, 28600000, 1580, 232240, 286.0, 130374, 9658, 0, 2, 230348, 108607, [200-400), [0-333333), 284.3617, 14657.855, 395963.56, 3816.3855, 21825.514,NaN, 418073.44,NaN,null, false,null
\predicate\program-525-small.res,[1-5], 3.076487252124646, 5.0, 1.0, 0, 145, 2587764, 2586525, 388178, 35300000, 1086, 14833, 353.0, 777891, 2050, 0, 1, 531325, 410873, [200-400), [666666-999999), 151.63742, 58674.97, 14764.21, 14531.165, 16995.963,NaN, 31911.81,NaN,null, false,null
\arity\program-155-small.res,[1-5], 2.9863013698630136, 5.0, 1.0, 0, 587, 573383, 309756, 44585, 21900000, 654, 8793, 219.0, 89116, 1192, 0, 1, 72837, 47973, [200-400), [0-333333), 36.0707, 5659.447, 1373.1509, 1858.6959, 10352.69,NaN, 11761.912,NaN,null, false, 19454.115
\rules\program-305-small.res,[1-5], 3.003086419753086, 5.0, 1.0, 0, 258, 1347721, 759719, 108633, 32400000, 973, 12591, 324.0, 217623, 1783, 0, 1, 178210, 118035, [200-400), [0-333333), 60.727108, 15523.332, 3264.0881, 4173.2617, 14780.519,NaN, 18105.334,NaN,null, false, 38045.69
\rules\program-355-small.res,[1-5], 3.046931407942238, 5.0, 1.0, 0, 119, 1574976, 1610364, 248924, 27700000, 844, 11824, 277.0, 498563, 1590, 0, 1, 327903, 255941, [200-400), [333333-666666), 101.47949, 38564.695, 8725.3955, 9370.489, 12413.187,NaN, 21240.062,NaN,null, false, 69535.125
\rules\program-38-small.res,[1-5], 3.342857142857143, 5.0, 1.0, 0, 17, 38179, 519964, 106366, 3500000, 117, 1645, 35.0, 212674, 228, 0, 1, 13338, 91696, [5-200), [0-333333), 40.086082, 5723.0747, 3972.4402, 4247.601, 2246.578,NaN, 6259.1045,NaN,null, false, 16347.979
\rules\program-64-small.res,[1-5], 2.9195402298850577, 5.0, 1.0, 0, 57, 639645, 1017267, 178620, 17400000, 508, 6208, 174.0, 357831, 917, 0, 1, 171093, 163852, [5-200), [333333-666666), 63.436474, 20019.268, 5741.6533, 6827.305, 7894.0825,NaN, 13699.172,NaN,null, false, 40812.707
\arity\program-167-small.res,[1-5], 2.990936555891239, 5.0, 1.0, 0, 3, 531593, 218220, 30091, 33100000, 990, 12398, 331.0, 60243, 1804, 0, 2, 53183, 33167, [200-400), [0-333333), 36.10722, 1425.7892, 969.5175, 1347.8396, 15060.724,NaN, 16066.349,NaN,null, false,null
\arity\program-168-small.res,[1-5], 3.063013698630137, 5.0, 1.0, 0, 1538, 942271, 407346, 55566, 36500000, 1118, 15078, 365.0, 111485, 2088, 0, 1, 98937, 62300, [200-400), [0-333333), 50.002045, 7157.0796, 1745.5995, 2266.3884, 16895.42,NaN, 18691.021,NaN,null, false, 28358.121
\predicate\program-122-small.res,[1-5], 3.0, 5.0, 1.0, 0, 31, 206082, 1182218, 256847, 9100000, 273, 3310, 91.0, 513515, 477, 0, 1, 70263, 200764, [5-200), [333333-666666), 87.004906, 18360.982, 9555.397, 9779.858, 4366.46,NaN, 14008.862,NaN,null, false,null
\predicate\program-351-small.res,[1-10], 5.454545454545454, 10.0, 1.0, 0, 112951, 1234480, 312602, 30015, 27500000, 1500, 117798, 275.0, 59813, 8827, 0, 1, 106955, 50053, [200-400), [0-333333), 143.2536, 4774.9897, 176380.86, 1849.3259, 20625.527,NaN, 197149.64,NaN,null, false,null
\rules\program-385-small.res,[1-5], 3.015748031496063, 5.0, 1.0, 0, 108, 1224178, 1086909, 167579, 25400000, 766, 10420, 254.0, 335224, 1416, 0, 1, 230152, 171901, [200-400), [333333-666666), 78.03855, 26930.447, 5353.9316, 6543.2637, 11285.572,NaN, 16717.543,NaN,null, false, 50562.387
\arity\program-63-small.res,[1-5], 3.2717391304347827, 5.0, 1.0, 0, 1, 250962, 1262020, 220099, 9200000, 301, 5001, 92.0, 440433, 596, 0, 1, 85762, 208516, [5-200), [333333-666666), 84.90914, 18240.834, 8812.549, 8662.427, 4534.195,NaN, 13431.652,NaN,null, false,null
\arity\program-121-small.res,[1-5], 3.0588235294117645, 5.0, 1.0, 0, 21, 67040, 1469475, 453770, 5100000, 156, 2121, 51.0, 907681, 290, 0, 1, 22464, 259997, [5-200), [666666-999999), 76.7605, 13228.493, 18567.08, 16531.627, 3299.8342,NaN, 21943.674,NaN,null, false, 51939.617
\rules\program-20-small.res,[1-5], 3.1451612903225805, 5.0, 1.0, 0, 33, 100203, 228122, 38224, 6200000, 195, 3010, 62.0, 76302, 387, 0, 1, 30871, 37124, [5-200), [0-333333), 30.309948, 3720.3389, 1237.976, 1759.4067, 3558.727,NaN, 4827.0127,NaN,null, false, 10399.34
\predicate\program-310-small.res,[1-5], 3.129353233830846, 5.0, 1.0, 0, 104, 890390, 948471, 141145, 20100000, 629, 9390, 201.0, 283442, 1198, 0, 1, 191787, 151159, [200-400), [0-333333), 69.99072, 18264.375, 4416.729, 5685.2183, 10099.572,NaN, 14586.292,NaN,null, false,null
\arity\program-309-small.res,[1-5], 3.0061349693251533, 5.0, 1.0, 0, 8800, 329644, 121971, 16726, 48900000, 1470, 15994, 489.0, 33369, 2712, 0, 1, 29914, 18466, [400-600], [0-333333), 45.12298, 2804.3977, 711.30615, 808.9556, 21707.312,NaN, 22463.742,NaN,null, false, 26198.13
\predicate\program-531-small.res,[1-5], 3.0861244019138754, 5.0, 1.0, 0, 77, 1113493, 2912571, 498384, 20900000, 645, 8302, 209.0, 997941, 1190, 0, 1, 355119, 476235, [200-400), [666666-999999), 122.50431, 57635.688, 21418.15, 17971.445, 10640.649,NaN, 32181.305,NaN,null, false,null
\rules\program-393-small.res,[1-5], 3.0229885057471266, 5.0, 1.0, 0, 97, 1469696, 1875442, 297836, 26100000, 789, 10203, 261.0, 596285, 1444, 0, 1, 351882, 300530, [200-400), [333333-666666), 138.06516, 48779.387, 10955.197, 11322.366, 11818.254,NaN, 22911.516,NaN,null, false, 83441.805
\arity\program-406-small.res,[1-5], 3.0191846522781773, 5.0, 1.0, 0, 163, 3393663, 3196828, 487245, 41700000, 1259, 16713, 417.0, 974813, 2315, 0, 1, 670001, 509047, [400-600], [666666-999999), 176.74915, 80447.99, 19004.744, 17672.045, 17863.16,NaN, 37044.656,NaN,null, false, 135901.38
\predicate\program-11-small.res,[1-5], 3.2195121951219514, 5.0, 1.0, 0, 21, 48407, 321756, 60666, 4100000, 132, 1968, 41.0, 121354, 251, 0, 1, 16751, 54445, [5-200), [0-333333), 30.16614, 1897.7988, 2289.2205, 2618.738, 2666.3801,NaN, 4985.7666,NaN,null, false,null
\predicate\program-211-small.res,[1-5], 3.057471264367816, 5.0, 1.0, 0, 35, 194959, 2062140, 494726, 8700000, 266, 3639, 87.0, 986760, 500, 0, 1, 65702, 349650, [5-200), [666666-999999), 85.09364, 25159.133, 20601.951, 17959.842, 4585.611,NaN, 25272.656,NaN,null, false,null
\predicate\program-377-small.res,[1-10], 5.6521739130434785, 10.0, 1.0, 0, 230365, 1935948, 665512, 65102, 20700000, 1170, 239060, 207.0, 129455, 7505, 0, 1, 223009, 107270, [200-400), [0-333333), 294.9119, 20128.545, 382249.2, 4054.8965, 16024.596,NaN, 398568.7,NaN,null, false,null
\rules\program-301-small.res,[1-5], 3.0077922077922077, 5.0, 1.0, 0, 507, 1512066, 747291, 105479, 38500000, 1158, 15487, 385.0, 211396, 2128, 0, 1, 178367, 115046, [200-400), [0-333333), 63.28837, 16234.633, 3192.4, 4101.816, 17699.87,NaN, 20955.557,NaN,null, false, 41666.72
\arity\program-620-small.res,[1-10], 5.529255319148936, 10.0, 1.0, 0, 212288, 2391091, 592750, 57663, 37600000, 2079, 220582, 376.0, 114815, 13024, 0, 1, 206469, 94856, [200-400), [0-333333), 257.9818, 15436.019, 337337.78, 3344.2747, 28101.99,NaN, 365697.75,NaN,null, false, 384949.66
\arity\program-800-small.res,[1-10], 5.525830258302583, 10.0, 1.0, 0, 223939, 2626551, 607366, 57766, 54200000, 2995, 232786, 542.0, 115134, 18276, 0, 1, 213509, 96972, [400-600], [0-333333), 301.9151, 13307.346, 372292.03, 3422.4893, 39532.71,NaN, 412126.66,NaN,null, false, 429381.66
\rules\program-673-small.res,[1-5], 3.0245098039215685, 5.0, 1.0, 0, 171, 2862519, 2113530, 312078, 40800000, 1234, 16515, 408.0, 625341, 2285, 0, 1, 471205, 332403, [400-600], [333333-666666), 146.9046, 55187.87, 11421.471, 11665.75, 18755.326,NaN, 30323.701,NaN,null, false, 97753.61
\rules\program-81-small.res,[1-5], 3.217391304347826, 5.0, 1.0, 0, 7, 15280, 606797, 307410, 2300000, 74, 816, 23.0, 614087, 135, 0, 1, 5328, 120339, [5-200), [333333-666666), 34.489185, 6987.4067, 11799.595, 11662.82, 1741.7311,NaN, 13575.815,NaN,null, false, 32363.188
\arity\program-152-small.res,[1-5], 2.93841642228739, 5.0, 1.0, 0, 400, 1278594, 677063, 99700, 34100000, 1002, 13044, 341.0, 199087, 1799, 0, 1, 158687, 104406, [200-400), [0-333333), 62.192463, 13098.359, 3193.0435, 3852.6152, 15674.465,NaN, 18929.701,NaN,null, false, 36203.81
\predicate\program-124-small.res,[1-5], 2.90625, 5.0, 1.0, 0, 31, 372572, 1062249, 204758, 12800000, 372, 3896, 128.0, 410762, 633, 0, 1, 120985, 175640, [5-200), [333333-666666), 62.360374, 13033.049, 7115.6167, 7792.403, 6126.6235,NaN, 13304.601,NaN,null, false,null
\arity\program-191-small.res,[1-5], 2.976303317535545, 5.0, 1.0, 0, 1, 436818, 215181, 30854, 21100000, 628, 8171, 211.0, 61737, 1161, 0, 1, 50865, 33044, [200-400), [0-333333), 24.679493, 1415.4757, 1085.9536, 1392.8982, 9958.69,NaN, 11069.323,NaN,null, false,null
\predicate\program-820-small.res,[1-5], 3.008421052631579, 5.0, 1.0, 0, 194, 3664877, 2540408, 376828, 47500000, 1429, 18915, 475.0, 755868, 2647, 0, 1, 569509, 396669, [400-600], [666666-999999), 148.18555, 69178.65, 12745.767, 13713.549, 21210.08,NaN, 34104.03,NaN,null, false,null
\rules\program-137-small.res,[1-5], 2.6, 4.0, 2.0, 0, 1, 481, 6601, 396972, 500000, 13, 56, 5.0, 793587, 17, 0, 1, 169, 1592, [5-200), [666666-999999), 2.772348, 4819.678, 7952.194, 13264.927, 724.8051,NaN, 8679.771,NaN,null, false, 26859.89
